a,b,c,d,e,f,g,h,i,j,k,l
9.835716740461630252e+03,6.843854933584532318e+02,2.173661481394260164e+01,3.688393777673111718e+00,1.901070814884592153e+01,9.390217599623202887e+02,4.426072533207733954e+02,1.188169259302870184e+08,8.749891705788156671e+00,2.458929185115407701e-01,8.294645925577049696e-04,4.752677037211480524e+02
9.867716740461630252e+03,6.786254933584533546e+02,2.203661481394259525e+01,3.700393777673110840e+00,1.885070814884592849e+01,9.519817599623200977e+02,4.440472533207733363e+02,1.178169259302870482e+08,8.870654185788154678e+00,2.466929185115407375e-01,9.534645925577040805e-04,4.712677037211481661e+02
9.899716740461630252e+03,6.728654933584533637e+02,2.233661481394259951e+01,3.712393777673111295e+00,1.869070814884592480e+01,9.649417599623202477e+02,4.454872533207733341e+02,1.168169259302870333e+08,8.991416665788156237e+00,2.474929185115407326e-01,1.077464592557703191e-03,4.672677037211481661e+02
9.931716740461630252e+03,6.671054933584532591e+02,2.263661481394259312e+01,3.724393777673111305e+00,1.853070814884592465e+01,9.779017599623200567e+02,4.469272533207733886e+02,1.158169259302870333e+08,9.112179145788154244e+00,2.482929185115407555e-01,1.201464592557702302e-03,4.632677037211481093e+02
9.963716740461630252e+03,6.613454933584532682e+02,2.293661481394259738e+01,3.736393777673111316e+00,1.837070814884592451e+01,9.908617599623200931e+02,4.483672533207733295e+02,1.148169259302870184e+08,9.232941625788155804e+00,2.490929185115407507e-01,1.174535407442294302e-03,4.592677037211481093e+02
9.995716740461619338e+03,6.555854933584531636e+02,2.323661481394259098e+01,3.748393777673106886e+00,1.821070814884592082e+01,1.003821759962319902e+03,4.498072533207728156e+02,1.138169259302870035e+08,9.353704105788153811e+00,2.498929185115404683e-01,1.050535407442295191e-03,4.552677037211480524e+02
9.972283259538369748e+03,6.498254933584531727e+02,2.353661481394259525e+01,3.739606222326889107e+00,1.805070814884592068e+01,1.016781759962320052e+03,4.487527466792266750e+02,1.128169259302870035e+08,9.474466585788153594e+00,2.493070814884592590e-01,9.265354074422960801e-04,4.512677037211479956e+02
9.940283259538369748e+03,6.440654933584530681e+02,2.383661481394259596e+01,3.727606222326888652e+00,1.789070814884592053e+01,1.029741759962320202e+03,4.473127466792266205e+02,1.118169259302870035e+08,9.595229065788155154e+00,2.485070814884592361e-01,8.025354074422969691e-04,4.472677037211479956e+02
9.908283259538369748e+03,6.383054933584533046e+02,2.413661481394259312e+01,3.715606222326888641e+00,1.773070814884592394e+01,1.042701759962320011e+03,4.458727466792266227e+02,1.108169259302870184e+08,9.715991545788153161e+00,2.477070814884592409e-01,8.214645925577020646e-04,4.432677037211481093e+02
9.876283259538369748e+03,6.325454933584532000e+02,2.443661481394260093e+01,3.703606222326888631e+00,1.757070814884592025e+01,1.055661759962320502e+03,4.444327466792266250e+02,1.098169259302870035e+08,9.836754025788156497e+00,2.469070814884592457e-01,9.454645925577056208e-04,4.392677037211480524e+02
9.844283259538369748e+03,6.267854933584533228e+02,2.473661481394259809e+01,3.691606222326888620e+00,1.741070814884592721e+01,1.068621759962320084e+03,4.429927466792266841e+02,1.088169259302870333e+08,9.957516505788156280e+00,2.461070814884592506e-01,1.069464592557704732e-03,4.352677037211481661e+02
9.812283259538369748e+03,6.210254933584533319e+02,2.503661481394259880e+01,3.679606222326889053e+00,1.725070814884592352e+01,1.081581759962320348e+03,4.415527466792266296e+02,1.078169259302870333e+08,1.007827898578815606e+01,2.453070814884592554e-01,1.193464592557703843e-03,4.312677037211481093e+02
9.780283259538369748e+03,6.152654933584532273e+02,2.533661481394259596e+01,3.667606222326888599e+00,1.709070814884592338e+01,1.094541759962320157e+03,4.401127466792266318e+02,1.068169259302870184e+08,1.019904146578815585e+01,2.445070814884592325e-01,1.182535407442297098e-03,4.272677037211481093e+02
9.748283259538369748e+03,6.095054933584532364e+02,2.563661481394259667e+01,3.655606222326888588e+00,1.693070814884592323e+01,1.107501759962320193e+03,4.386727466792266341e+02,1.058169259302870184e+08,1.031980394578815563e+01,2.437070814884592374e-01,1.058535407442293651e-03,4.232677037211480524e+02
9.716283259538369748e+03,6.037454933584531318e+02,2.593661481394259383e+01,3.643606222326888577e+00,1.677070814884591954e+01,1.120461759962320002e+03,4.372327466792265795e+02,1.048169259302870035e+08,1.044056642578815364e+01,2.429070814884592422e-01,9.345354074422945398e-04,4.192677037211479956e+02
9.684283259538367929e+03,5.979854933584531409e+02,2.623661481394259454e+01,3.631606222326888123e+00,1.661070814884591940e+01,1.133421759962320266e+03,4.357927466792265818e+02,1.038169259302870035e+08,1.056132890578815520e+01,2.421070814884592193e-01,8.105354074422953204e-04,4.152677037211479956e+02
9.652283259538369748e+03,5.922254933584532637e+02,2.653661481394259880e+01,3.619606222326889000e+00,1.645070814884592281e+01,1.146381759962320302e+03,4.343527466792266978e+02,1.028169259302870184e+08,1.068209138578815498e+01,2.413070814884592519e-01,8.134645925577037133e-04,4.112677037211481093e+02
9.620283259538367929e+03,5.864654933584531591e+02,2.683661481394259596e+01,3.607606222326888101e+00,1.629070814884592266e+01,1.159341759962320111e+03,4.329127466792265864e+02,1.018169259302870184e+08,1.080285386578815476e+01,2.405070814884592012e-01,9.374645925577027158e-04,4.072677037211480524e+02
9.588283259538369748e+03,5.807054933584533956e+02,2.713661481394259667e+01,3.595606222326888535e+00,1.613070814884592608e+01,1.172301759962320148e+03,4.314727466792266455e+02,1.008169259302870333e+08,1.092361634578815632e+01,2.397070814884592616e-01,1.061464592557701935e-03,4.032677037211481661e+02
9.556283259538369748e+03,5.749454933584532910e+02,2.743661481394259738e+01,3.583606222326888968e+00,1.597070814884592593e+01,1.185261759962320411e+03,4.300327466792266478e+02,9.981692593028703332e+07,1.104437882578815611e+01,2.389070814884592386e-01,1.185464592557705383e-03,3.992677037211481661e+02
9.524283259538369748e+03,5.691854933584533001e+02,2.773661481394259454e+01,3.571606222326888513e+00,1.581070814884592401e+01,1.198221759962319993e+03,4.285927466792266500e+02,9.881692593028703332e+07,1.116514130578815411e+01,2.381070814884592435e-01,1.190535407442295558e-03,3.952677037211481093e+02
9.492283259538369748e+03,5.634254933584531955e+02,2.803661481394259880e+01,3.559606222326888503e+00,1.565070814884592210e+01,1.211181759962320257e+03,4.271527466792265955e+02,9.781692593028701842e+07,1.128590378578815567e+01,2.373070814884592206e-01,1.066535407442296447e-03,3.912677037211480524e+02
9.460283259538369748e+03,5.576654933584532046e+02,2.833661481394259241e+01,3.547606222326888492e+00,1.549070814884592018e+01,1.224141759962320066e+03,4.257127466792265977e+02,9.681692593028700352e+07,1.140666626578815368e+01,2.365070814884592254e-01,9.425354074422974448e-04,3.872677037211479956e+02
9.428283259538369748e+03,5.519054933584531000e+02,2.863661481394259312e+01,3.535606222326888481e+00,1.533070814884592004e+01,1.237101759962320102e+03,4.242727466792266000e+02,9.581692593028700352e+07,1.152742874578815524e+01,2.357070814884592302e-01,8.185354074422937802e-04,3.832677037211479956e+02
9.396283259538369748e+03,5.461454933584532228e+02,2.893661481394259027e+01,3.523606222326888471e+00,1.517070814884592345e+01,1.250061759962319911e+03,4.228327466792266023e+02,9.481692593028701842e+07,1.164819122578815325e+01,2.349070814884592351e-01,8.054645925577052536e-04,3.792677037211481093e+02
9.364283259538369748e+03,5.403854933584543687e+02,2.923661481394260164e+01,3.511606222326888904e+00,1.501070814884595350e+01,1.263021759962320402e+03,4.213927466792266614e+02,9.381692593028721213e+07,1.176895370578815658e+01,2.341070814884592677e-01,9.294645925577043645e-04,3.752677037211488482e+02
9.332283259538369748e+03,5.453745066415467591e+02,2.953661481394259525e+01,3.499606222326888894e+00,1.514929185115407506e+01,1.275981759962320211e+03,4.199527466792267205e+02,9.468307406971296668e+07,1.188971618578815459e+01,2.333070814884592725e-01,1.053464592557703475e-03,3.787322962788518907e+02
9.300283259538369748e+03,5.511345066415466363e+02,2.983661481394259596e+01,3.487606222326888883e+00,1.530929185115407343e+01,1.288941759962320248e+03,4.185127466792266659e+02,9.568307406971296668e+07,1.201047866578815615e+01,2.325070814884592496e-01,1.177464592557702586e-03,3.827322962788518339e+02
9.268283259538369748e+03,5.568945066415466272e+02,3.013661481394260022e+01,3.475606222326888428e+00,1.546929185115407535e+01,1.301901759962320284e+03,4.170727466792266114e+02,9.668307406971296668e+07,1.213124114578815593e+01,2.317070814884592544e-01,1.198535407442294018e-03,3.867322962788518907e+02
9.236283259538369748e+03,5.626545066415467318e+02,3.043661481394259738e+01,3.463606222326888862e+00,1.562929185115407549e+01,1.314861759962320320e+03,4.156327466792266705e+02,9.768307406971298158e+07,1.225200362578815572e+01,2.309070814884592315e-01,1.074535407442294907e-03,3.907322962788518907e+02
9.204283259538369748e+03,5.684145066415467227e+02,3.073661481394260164e+01,3.451606222326888407e+00,1.578929185115407741e+01,1.327821759962320357e+03,4.141927466792266159e+02,9.868307406971298158e+07,1.237276610578815728e+01,2.301070814884592364e-01,9.505354074422957961e-04,3.947322962788519476e+02
9.172283259538369748e+03,5.741745066415468273e+02,3.103661481394259525e+01,3.439606222326888396e+00,1.594929185115407932e+01,1.340781759962320166e+03,4.127527466792265614e+02,9.968307406971299648e+07,1.249352858578815528e+01,2.293070814884592135e-01,8.265354074422966851e-04,3.987322962788520044e+02
9.140283259538369748e+03,5.799345066415469319e+02,3.116338518605741115e+01,3.427606222326888386e+00,1.610929185115407947e+01,1.346258240037680025e+03,4.113127466792266205e+02,1.006830740697129965e+08,1.254455893421184776e+01,2.285070814884592183e-01,7.974645925577067938e-04,4.027322962788520044e+02
9.108283259538369748e+03,5.856945066415466954e+02,3.086338518605740688e+01,3.415606222326888375e+00,1.626929185115407606e+01,1.333298240037679989e+03,4.098727466792265659e+02,1.016830740697129816e+08,1.242379645421184620e+01,2.277070814884592231e-01,9.214645925577059048e-04,4.067322962788518907e+02
9.076283259538369748e+03,5.914545066415468000e+02,3.056338518605739907e+01,3.403606222326888808e+00,1.642929185115407620e+01,1.320338240037679498e+03,4.084327466792266819e+02,1.026830740697129816e+08,1.230303397421184286e+01,2.269070814884592557e-01,1.045464592557705016e-03,4.107322962788519476e+02
9.044283259538369748e+03,5.972145066415465635e+02,3.026338518605740546e+01,3.391606222326888798e+00,1.658929185115407279e+01,1.307378240037679916e+03,4.069927466792266841e+02,1.036830740697129518e+08,1.218227149421184663e+01,2.261070814884592606e-01,1.169464592557704127e-03,4.147322962788518339e+02
9.012283259538369748e+03,6.029745066415466681e+02,2.996338518605740120e+01,3.379606222326888787e+00,1.674929185115407293e+01,1.294418240037679652e+03,4.055527466792266296e+02,1.046830740697129667e+08,1.206150901421184329e+01,2.253070814884592377e-01,1.206535407442297031e-03,4.187322962788518907e+02
8.980283259538369748e+03,6.087345066415467727e+02,2.966338518605740404e+01,3.367606222326888776e+00,1.690929185115407662e+01,1.281458240037679843e+03,4.041127466792266318e+02,1.056830740697129667e+08,1.194074653421184706e+01,2.245070814884592147e-01,1.082535407442297704e-03,4.227322962788518907e+02
8.948283259538369748e+03,6.144945066415467636e+02,2.936338518605740333e+01,3.355606222326888322e+00,1.706929185115407677e+01,1.268498240037679807e+03,4.026727466792266341e+02,1.066830740697129816e+08,1.181998405421184550e+01,2.237070814884592473e-01,9.585354074422942558e-04,4.267322962788519476e+02
8.916283259538369748e+03,6.202545066415468682e+02,2.906338518605740973e+01,3.343606222326888311e+00,1.722929185115408046e+01,1.255538240037679998e+03,4.012327466792265795e+02,1.076830740697129965e+08,1.169922157421184750e+01,2.229070814884592244e-01,8.345354074422951449e-04,4.307322962788519476e+02
8.884283259538369748e+03,6.260145066415468591e+02,2.876338518605740546e+01,3.331606222326888300e+00,1.738929185115408060e+01,1.242578240037679961e+03,3.997927466792266387e+02,1.086830740697129965e+08,1.157845909421184594e+01,2.221070814884592015e-01,7.894645925577039973e-04,4.347322962788520044e+02
8.852283259538369748e+03,6.317745066415467363e+02,2.846338518605740120e+01,3.319606222326888734e+00,1.754929185115407719e+01,1.229618240037679698e+03,3.983527466792266978e+02,1.096830740697129667e+08,1.145769661421184438e+01,2.213070814884592619e-01,9.134645925577029998e-04,4.387322962788518907e+02
8.820283259538367929e+03,6.375345066415468409e+02,2.816338518605740759e+01,3.307606222326888279e+00,1.770929185115407734e+01,1.216658240037680116e+03,3.969127466792265864e+02,1.106830740697129816e+08,1.133693413421184637e+01,2.205070814884592112e-01,1.037464592557706556e-03,4.427322962788519476e+02
8.788283259538369748e+03,6.432945066415466044e+02,2.786338518605740688e+01,3.295606222326888712e+00,1.786929185115407392e+01,1.203698240037679852e+03,3.954727466792266455e+02,1.116830740697129518e+08,1.121617165421184481e+01,2.197070814884592438e-01,1.161464592557701113e-03,4.467322962788517771e+02
8.756283259538369748e+03,6.490545066415467090e+02,2.756338518605740262e+01,3.283606222326888702e+00,1.802929185115407407e+01,1.190738240037679816e+03,3.940327466792266478e+02,1.126830740697129667e+08,1.109540917421184503e+01,2.189070814884592486e-01,1.214535407442295274e-03,4.507322962788518339e+02
8.724283259538369748e+03,6.548145066415466999e+02,2.726338518605740546e+01,3.271606222326888691e+00,1.818929185115407421e+01,1.177778240037680007e+03,3.925927466792266500e+02,1.136830740697129667e+08,1.097464669421184702e+01,2.181070814884592535e-01,1.090535407442296163e-03,4.547322962788518907e+02
8.692283259538369748e+03,6.605745066415468045e+02,2.696338518605740120e+01,3.259606222326888236e+00,1.834929185115407790e+01,1.164818240037679971e+03,3.911527466792265955e+02,1.146830740697129816e+08,1.085388421421184546e+01,2.173070814884592306e-01,9.665354074422971608e-04,4.587322962788518907e+02
8.660283259538369748e+03,6.663345066415467954e+02,2.666338518605741115e+01,3.247606222326888670e+00,1.850929185115407805e+01,1.151858240037679934e+03,3.897127466792265977e+02,1.156830740697129965e+08,1.073312173421184745e+01,2.165070814884592076e-01,8.425354074422981582e-04,4.627322962788519476e+02
8.628283259538369748e+03,6.720945066415469000e+02,2.636338518605740688e+01,3.235606222326888215e+00,1.866929185115407819e+01,1.138898240037679898e+03,3.882727466792266000e+02,1.166830740697129965e+08,1.061235925421184589e+01,2.157070814884592125e-01,7.814645925577055376e-04,4.667322962788520044e+02
8.596283259538369748e+03,6.778545066415468909e+02,2.606338518605740262e+01,3.223606222326888204e+00,1.882929185115408188e+01,1.125938240037679861e+03,3.868327466792266023e+02,1.176830740697129965e+08,1.049159677421184433e+01,2.149070814884592173e-01,9.054645925577045401e-04,4.707322962788520044e+02
8.564283259538369748e+03,6.836145066415467682e+02,2.576338518605739836e+01,3.211606222326889082e+00,1.898929185115407847e+01,1.112978240037679598e+03,3.853927466792266614e+02,1.186830740697129816e+08,1.037083429421184277e+01,2.141070814884592499e-01,1.029464592557703759e-03,4.747322962788518907e+02
8.532283259538367929e+03,6.893745066415467591e+02,2.546338518605740475e+01,3.199606222326888183e+00,1.914929185115407861e+01,1.100018240037679789e+03,3.839527466792265500e+02,1.196830740697129816e+08,1.025007181421184654e+01,2.133070814884591992e-01,1.153464592557707207e-03,4.787322962788519476e+02
8.500283259538369748e+03,6.951345066415466363e+02,2.516338518605740404e+01,3.187606222326888616e+00,1.930929185115407165e+01,1.087058240037679752e+03,3.825127466792266659e+02,1.206830740697129667e+08,1.012930933421184498e+01,2.125070814884592596e-01,1.222535407442298288e-03,4.827322962788518339e+02
